customer_unique_id,segment
0000f46a3911fa3c0805444483337064,one_time
0000f6ccb0745a6a4b88665a16c9f078,one_time
0004aac84e0df4da2b147fca70cf8255,one_time
0006fdc98a402fceb4eb0ee528f6a8d4,one_time
00082cbe03e478190aadbea78542e933,one_time
000a5ad9c4601d2bbdd9ed765d5213b3,one_time
000bfa1d2f1a41876493be685390d6d3,one_time
000c8bdb58a29e7115cfc257230fb21b,one_time
001147e649a7b1afd577e873841632dd,one_time
00115fc7123b5310cf6d3a3aa932699e,one_time
0011857aff0e5871ce5eb429f21cdaf5,one_time
0011c98589159d6149979563c504cb21,one_time
001926cef41060fae572e2e7b30bd2a4,one_time
001a2bf0e46c684031af91fb2bce149d,one_time
001ae5a1788703d64536c30362503e49,one_time
001f3c4211216384d5fe59b041ce1461,one_time
0028a7d8db7b0247652509358ad8d755,one_time
002ae492472e45ad6ebeb7a625409392,one_time
002b4cd83fabaffaa475f78ea5ef3e08,one_time
002bdeb33da5b1b3ce8b9c822f749c82,one_time
002d71b244beb91ca7030b15ab526446,one_time
002feefec5af0a3b26ee7839c66d205e,one_time
003035f5ec76f2220098377482de93c9,one_time
00324c9f4d710e7bac5c5ba679714430,one_time
0036a074f98b80c4f1fc33dbbcf9c552,one_time
0036b4a3d09ad551a5188c2e374da402,one_time
00377a18050b898b93e2c774be9947db,one_time
0037d2bbb9ebc39d9114aea27ee16d72,one_time
0037eb1ff742ee2e71ba887f65f3c6f3,one_time
003e28cb6fab8a0901bff9229612375f,one_time
003f4901fdb60ae9c1e2538b84c208e1,one_time
004288347e5e88a27ded2bb23747066c,one_time
0042dcca0ae57aaec6e808edc31a2d48,one_time
0043d65f8039b4a4d43bc7b0f450ac2c,one_time
00444f48f6c9b55657e49435ce3a97ca,one_time
00446a03d7a34d191507c9e42870d0a5,one_time
0046311f458d8041b00063cb99482903,one_time
0047f3e16441284d757a8963344f6c59,one_time
0049a16516d38fc2246696172a257f16,one_time
0049dadc30da6a277c1e9d371df5a66f,one_time
0049db44bfd6cee26ac9c649329ff6ea,one_time
004a432489f6630c6dfd3fc4454603f5,one_time
004ed862ea4e55f18868d3d782d10879,one_time
00522457bba00bba576a34fd9b4808fd,one_time
00543330561a9088f8b3879114a7b008,one_time
0055b522bc89cbfbf376d8b59a628470,one_time
00575b2023dedcc0f3e81a938834689b,one_time
005e32bc930906dc6b65fb9d11cce3e2,one_time
005ee3e015ec18092d7782e507cf68fe,one_time
005f4b46e70bbd3295a38e2fd28d6566,one_time
006031108b00e5f73b2426a50b50f9c0,one_time
0066b328e72fd82fd7420bf849c0e8b4,one_time
006a8c1784d622ebe06bab57e72ee045,one_time
006d763076d74d16d66e828e79ec1544,one_time
006e937bd5a5e32043018a6d1521b5d5,one_time
006ec5b170182812131c7d9b219c036f,one_time
00704e915ae0d4a236eace0267454cf9,one_time
00765d375af0e700f61c57db00a8ee63,one_time
0076a71311bb2386a353f5ba87d2aa29,one_time
007953b3182d5ccc9189a694f5c68163,one_time
0079b50e9f77c1148b472818f92eaebc,one_time
0079b7407a428543a7f178cc09164035,one_time
00842c7d0cedb9e1edad8e9b7d148f09,one_time
008778a1591d49f6b2464dffaa4fa662,one_time
0087eede471173af78d789df249c3a45,one_time
008d17333e414049279c7822dfd5f019,one_time
008f3d5f45a11059239a5c452cd00006,one_time
008fb2ecc75561d202dd4db2e0ceec25,one_time
009000746b4fc73fe77ecc396fdb78d2,one_time
009210a1646725341917560a13f7799f,one_time
009301957bc7714394865c44650d8060,one_time
0093aeb87eca387dd153f965aa10c060,one_time
0093c499f4f9c0e169ead490aa62ce3e,one_time
00941614a654458b888b8780815bd26c,one_time
0096c18412349537abc45e350581cbbc,one_time
0096c9cb600a08e601f7c2be6734531a,one_time
00986cafefb6e670cceca01694bda599,one_time
0098f4847541cc7d676f9a5efc64c0f0,one_time
009e70fcdd4ea3769c73210414e73c64,one_time
00a1c6913daeda0b7f9b79f802805fdb,one_time
00a6ee75a90222405df9d8d59babc513,one_time
00ab8b4d83051d5a41842abe7ff473fc,one_time
00aba8ca6b7a455bcde671692a3f9e51,one_time
00ac9cd5c4ad19e16e7c6f6864711737,one_time
00ad5165112e0e9a91a23b1132716584,one_time
00adeda9b742746c0c66e10d00ea1b74,one_time
00ae9ea276a5a4335382c9391059ddf2,one_time
00b0595d2b0f0b838edb7fbc749ea644,one_time
00b0d21952ae29dfe79db614512a27c2,one_time
00b72937dcd829c0d8ca72ec77cd073c,one_time
00bbfe2f540d0cfccbb098d92c503eca,one_time
00bd169997f142571c113645554663d6,one_time
00bfe974afd63b30ed282dc69892fb98,one_time
00c003ed13c76042b78d53fbc26930d0,one_time
00c0bbc49a530c07c110d269211da046,one_time
00c19498681c665889d1212be870e8df,one_time
00c31de6420048cb3f668c99153debf7,one_time
00c3c74b09b2022ac2c0f43bb09797b4,one_time
00c4592dfbfe06775ab582d7a2b8dddf,one_time
00cc12a6d8b578b8ebd21ea4e2ae8b27,occasional
00cc2d4fcb3a1864b4f900741915aa85,one_time
00cc7c54469f4177319d6bb12e883652,one_time
00cc8551c0621bc65a440e836bb652d7,one_time
00cd767526517f8a4fc27db6cc5a52fa,one_time
00d03b5e33f8987549c5590313a4ef21,one_time
00d474cea9ceb88b7175d564b081dfa3,one_time
00d7e54ab8c5d9916f19209dbaacbb3d,one_time
00db525fd8d4023dc446f0ed2519139f,one_time
00dba3af1366ca8114a40bc83021f5e9,one_time
00dd4390a8e8ad7a126e8331decc49ce,one_time
00dfebc9135c7228dbb2239afc214bb5,one_time
00e2972a013072289c3e86cfc2b9e38d,one_time
00e57919b893c89f4d9eee8d06c41f6f,one_time
00e5ea6932dffb682bd3d5760e84d176,one_time
